Eastern Date Hour,Eastern Date Hour Time Zone,Zone Name,Zone PTID,DAM Zonal LBMP,DAM Zonal Losses,DAM Zonal Congestion,DAM Zonal Price Version
01-03-2022 00:00,EST,CAPITL,61757,113.32,8.1,0,1
01-03-2022 01:00,EST,CAPITL,61757,93.15,6.42,0,1
01-03-2022 02:00,EST,CAPITL,61757,82.68,5.77,0,1
01-03-2022 03:00,EST,CAPITL,61757,79.75,5.7,0,1
01-03-2022 04:00,EST,CAPITL,61757,88.64,6.34,0,1
01-03-2022 05:00,EST,CAPITL,61757,102.32,7.66,0,1
01-03-2022 06:00,EST,CAPITL,61757,119.9,8.98,0,1
01-03-2022 07:00,EST,CAPITL,61757,164.32,11.9,0,1
01-03-2022 08:00,EST,CAPITL,61757,155.38,12.43,0,1
01-03-2022 09:00,EST,CAPITL,61757,145.19,8.14,-49.5,1
01-03-2022 10:00,EST,CAPITL,61757,88.49,7.16,0,1
01-03-2022 11:00,EST,CAPITL,61757,80.33,6.56,0,1
01-03-2022 12:00,EST,CAPITL,61757,74.22,6.07,-3.53,1
01-03-2022 13:00,EST,CAPITL,61757,97.49,4.53,-45.82,1
01-03-2022 14:00,EST,CAPITL,61757,97.49,4.28,-48.67,1
01-03-2022 15:00,EST,CAPITL,61757,106.4,3.94,-61.39,1
01-03-2022 16:00,EST,CAPITL,61757,99.66,4.89,-43.3,1
01-03-2022 17:00,EST,CAPITL,61757,107.64,6.7,-31.9,1
01-03-2022 18:00,EST,CAPITL,61757,200.18,8.19,-108.47,1
01-03-2022 19:00,EST,CAPITL,61757,98,6.3,-28.05,1
01-03-2022 20:00,EST,CAPITL,61757,94,5.67,-30.48,1
01-03-2022 21:00,EST,CAPITL,61757,106.31,3.99,-61.14,1
01-03-2022 22:00,EST,CAPITL,61757,98.18,3.89,-53.73,1
01-03-2022 23:00,EST,CAPITL,61757,68.49,3.25,-29.89,1
02-03-2022 00:00,EST,CAPITL,61757,47.88,3.08,-9.38,1
02-03-2022 01:00,EST,CAPITL,61757,43.03,3.15,-4.41,1
02-03-2022 02:00,EST,CAPITL,61757,43.43,2.71,-9.97,1
02-03-2022 03:00,EST,CAPITL,61757,44.56,2.67,-11.56,1
02-03-2022 04:00,EST,CAPITL,61757,44.05,2.83,-9.84,1
02-03-2022 05:00,EST,CAPITL,61757,44.63,3.52,-3.24,1
02-03-2022 06:00,EST,CAPITL,61757,49.45,3.85,-3.68,1
02-03-2022 07:00,EST,CAPITL,61757,58.52,4.48,0,1
02-03-2022 08:00,EST,CAPITL,61757,53.72,4.01,-8.8,1
02-03-2022 09:00,EST,CAPITL,61757,51.52,3.54,-11.52,1
02-03-2022 10:00,EST,CAPITL,61757,48.25,3.5,-8.34,1
02-03-2022 11:00,EST,CAPITL,61757,47.38,3.39,-8.28,1
02-03-2022 12:00,EST,CAPITL,61757,44.67,3.29,-5.63,1
02-03-2022 13:00,EST,CAPITL,61757,43.95,3.19,-5.28,1
02-03-2022 14:00,EST,CAPITL,61757,40.73,2.95,-5.03,1
02-03-2022 15:00,EST,CAPITL,61757,41.82,2.82,-7.28,1
02-03-2022 16:00,EST,CAPITL,61757,45.42,3.25,-6.49,1
02-03-2022 17:00,EST,CAPITL,61757,53.45,3.8,-10.07,1
02-03-2022 18:00,EST,CAPITL,61757,63.92,4.42,-14.43,1
02-03-2022 19:00,EST,CAPITL,61757,54.38,3.75,-12.44,1
02-03-2022 20:00,EST,CAPITL,61757,50.1,3.35,-11.07,1
02-03-2022 21:00,EST,CAPITL,61757,49.64,2.89,-14.62,1
