Eastern Date Hour,Eastern Date Hour,Zone Name,Zone PTID,DAM Zonal LBMP,DAM Zonal Losses,DAM Zonal Congestion,DAM Zonal Price Version
04-06-2023 19:00,EDT,CAPITL,61757,26.08,1.22,0,1
04-06-2023 20:00,EDT,CAPITL,61757,25.63,1.24,0,1
04-06-2023 21:00,EDT,CAPITL,61757,23.76,1.11,0,1
04-06-2023 22:00,EDT,CAPITL,61757,20.56,0.9,0,1
04-06-2023 23:00,EDT,CAPITL,61757,18.73,0.81,0,1
05-06-2023 00:00,EDT,CAPITL,61757,19.08,0.89,0,1
05-06-2023 01:00,EDT,CAPITL,61757,17.64,0.86,0,1
05-06-2023 02:00,EDT,CAPITL,61757,16.46,0.81,0,1
05-06-2023 03:00,EDT,CAPITL,61757,16.28,0.8,0,1
05-06-2023 04:00,EDT,CAPITL,61757,16.81,0.8,0,1
05-06-2023 05:00,EDT,CAPITL,61757,18.51,0.78,0,1
05-06-2023 06:00,EDT,CAPITL,61757,21.63,0.93,0,1
05-06-2023 07:00,EDT,CAPITL,61757,22.9,1.05,0,1
05-06-2023 08:00,EDT,CAPITL,61757,23.18,1.02,0,1
05-06-2023 09:00,EDT,CAPITL,61757,23.34,1.03,0,1
05-06-2023 10:00,EDT,CAPITL,61757,23.18,0.96,0,1
05-06-2023 11:00,EDT,CAPITL,61757,23.31,1,0,1
05-06-2023 12:00,EDT,CAPITL,61757,24.09,1.04,0,1
05-06-2023 13:00,EDT,CAPITL,61757,24.49,1.03,0,1
05-06-2023 14:00,EDT,CAPITL,61757,26.06,1.08,0.08,1
05-06-2023 15:00,EDT,CAPITL,61757,28.26,1.2,0.28,1
05-06-2023 16:00,EDT,CAPITL,61757,31.24,1.42,0.31,1
05-06-2023 17:00,EDT,CAPITL,61757,36.65,1.9,0.49,1
05-06-2023 18:00,EDT,CAPITL,61757,35.69,1.86,0,1
05-06-2023 19:00,EDT,CAPITL,61757,34.8,1.84,0,1
05-06-2023 20:00,EDT,CAPITL,61757,33.78,1.82,0,1
05-06-2023 21:00,EDT,CAPITL,61757,29.77,1.52,0,1
05-06-2023 22:00,EDT,CAPITL,61757,23.79,1.15,0,1
05-06-2023 23:00,EDT,CAPITL,61757,22.21,0.94,0,1
06-06-2023 00:00,EDT,CAPITL,61757,18.27,0.79,0,1
06-06-2023 01:00,EDT,CAPITL,61757,16.47,0.71,0,1
06-06-2023 02:00,EDT,CAPITL,61757,15.04,0.65,0,1
06-06-2023 03:00,EDT,CAPITL,61757,14.57,0.64,0,1
06-06-2023 04:00,EDT,CAPITL,61757,14.98,0.63,0,1
06-06-2023 05:00,EDT,CAPITL,61757,16.16,0.67,0,1
06-06-2023 06:00,EDT,CAPITL,61757,20.54,0.9,0,1
06-06-2023 07:00,EDT,CAPITL,61757,21.3,1.03,0,1
06-06-2023 08:00,EDT,CAPITL,61757,21.91,1,0,1
06-06-2023 09:00,EDT,CAPITL,61757,20.85,0.88,0,1
06-06-2023 10:00,EDT,CAPITL,61757,20.96,0.94,0,1
06-06-2023 11:00,EDT,CAPITL,61757,20.98,1,0,1
06-06-2023 12:00,EDT,CAPITL,61757,21.03,0.96,0,1
06-06-2023 13:00,EDT,CAPITL,61757,21.92,1.04,0,1
06-06-2023 14:00,EDT,CAPITL,61757,22.95,1.09,0,1
06-06-2023 15:00,EDT,CAPITL,61757,24.84,1.21,0.07,1
06-06-2023 16:00,EDT,CAPITL,61757,27.73,1.41,0.29,1
06-06-2023 17:00,EDT,CAPITL,61757,33.47,1.7,0.41,1
06-06-2023 18:00,EDT,CAPITL,61757,32.9,1.7,0.24,1
06-06-2023 19:00,EDT,CAPITL,61757,30.87,1.64,0,1
06-06-2023 20:00,EDT,CAPITL,61757,29.11,1.49,0,1
06-06-2023 21:00,EDT,CAPITL,61757,25.78,1.25,0,1
06-06-2023 22:00,EDT,CAPITL,61757,22.29,1.08,0,1
06-06-2023 23:00,EDT,CAPITL,61757,20.72,0.83,0,1
07-06-2023 00:00,EDT,CAPITL,61757,19.6,0.97,0,1
07-06-2023 01:00,EDT,CAPITL,61757,17.56,0.9,0,1
07-06-2023 02:00,EDT,CAPITL,61757,16.92,0.9,-0.13,1
07-06-2023 03:00,EDT,CAPITL,61757,16.2,0.87,0,1
07-06-2023 04:00,EDT,CAPITL,61757,16.16,0.86,0,1
07-06-2023 05:00,EDT,CAPITL,61757,17.57,0.95,0,1
07-06-2023 06:00,EDT,CAPITL,61757,21.23,1.11,-0.88,1
07-06-2023 07:00,EDT,CAPITL,61757,23.63,1.16,-2.81,1
07-06-2023 08:00,EDT,CAPITL,61757,22.94,1.24,-0.99,1
07-06-2023 09:00,EDT,CAPITL,61757,21.98,1.22,0,1
07-06-2023 10:00,EDT,CAPITL,61757,22.21,1.24,0,1
07-06-2023 11:00,EDT,CAPITL,61757,21.96,1.2,0,1
07-06-2023 12:00,EDT,CAPITL,61757,22.11,1.19,-0.12,1
07-06-2023 13:00,EDT,CAPITL,61757,22.61,1.17,-0.94,1
07-06-2023 14:00,EDT,CAPITL,61757,23.49,1.24,0,1
07-06-2023 15:00,EDT,CAPITL,61757,25.6,1.29,-1.64,1
07-06-2023 16:00,EDT,CAPITL,61757,29.9,1.37,-5.33,1
07-06-2023 17:00,EDT,CAPITL,61757,35.85,1.64,-6.89,1
07-06-2023 18:00,EDT,CAPITL,61757,34.32,1.62,-4.68,1
07-06-2023 19:00,EDT,CAPITL,61757,32.58,1.58,-4.29,1
07-06-2023 20:00,EDT,CAPITL,61757,28.82,1.58,0,1
07-06-2023 21:00,EDT,CAPITL,61757,24.71,1.38,0,1
07-06-2023 22:00,EDT,CAPITL,61757,22.84,1.19,0,1
07-06-2023 23:00,EDT,CAPITL,61757,20.8,1.03,0,1
08-06-2023 00:00,EDT,CAPITL,61757,19.36,0.89,0,1
08-06-2023 01:00,EDT,CAPITL,61757,17.41,0.86,0,1
08-06-2023 02:00,EDT,CAPITL,61757,16.43,0.84,0,1
08-06-2023 03:00,EDT,CAPITL,61757,15.97,0.77,0,1
08-06-2023 04:00,EDT,CAPITL,61757,16.22,0.79,0,1
08-06-2023 05:00,EDT,CAPITL,61757,17.94,0.81,0,1
08-06-2023 06:00,EDT,CAPITL,61757,21.65,1.15,0,1
08-06-2023 07:00,EDT,CAPITL,61757,23.58,1.21,0,1
08-06-2023 08:00,EDT,CAPITL,61757,23.21,1.15,0,1
08-06-2023 09:00,EDT,CAPITL,61757,22.59,1.08,0,1
08-06-2023 10:00,EDT,CAPITL,61757,21.61,1.05,0,1
08-06-2023 11:00,EDT,CAPITL,61757,21.03,1,0,1
08-06-2023 12:00,EDT,CAPITL,61757,21.51,1,0,1
08-06-2023 13:00,EDT,CAPITL,61757,21.33,1.02,0,1
08-06-2023 14:00,EDT,CAPITL,61757,21.6,1.05,0,1
08-06-2023 15:00,EDT,CAPITL,61757,21.87,1.06,0,1
08-06-2023 16:00,EDT,CAPITL,61757,24.82,1.18,0,1
08-06-2023 17:00,EDT,CAPITL,61757,28.81,1.42,0,1
08-06-2023 18:00,EDT,CAPITL,61757,29.52,1.48,0,1
08-06-2023 19:00,EDT,CAPITL,61757,27.3,1.45,0,1
08-06-2023 20:00,EDT,CAPITL,61757,27.98,1.38,0,1
08-06-2023 21:00,EDT,CAPITL,61757,24.88,1.3,0,1
08-06-2023 22:00,EDT,CAPITL,61757,21.2,1.09,0,1
08-06-2023 23:00,EDT,CAPITL,61757,19.83,1,0,1
09-06-2023 00:00,EDT,CAPITL,61757,18.69,0.94,0,1
09-06-2023 01:00,EDT,CAPITL,61757,16.52,0.86,0,1
09-06-2023 02:00,EDT,CAPITL,61757,15.72,0.78,0,1
09-06-2023 03:00,EDT,CAPITL,61757,15.3,0.76,0,1
09-06-2023 04:00,EDT,CAPITL,61757,15.85,0.78,0,1
09-06-2023 05:00,EDT,CAPITL,61757,17.39,0.87,0,1
09-06-2023 06:00,EDT,CAPITL,61757,20.51,1.11,0,1
09-06-2023 07:00,EDT,CAPITL,61757,22.22,1.1,0,1
09-06-2023 08:00,EDT,CAPITL,61757,22.5,1.05,0,1
09-06-2023 09:00,EDT,CAPITL,61757,22.2,1,0,1
09-06-2023 10:00,EDT,CAPITL,61757,21.42,1.1,0,1
09-06-2023 11:00,EDT,CAPITL,61757,20.93,1.05,0,1
09-06-2023 12:00,EDT,CAPITL,61757,20.54,1.01,0,1
09-06-2023 13:00,EDT,CAPITL,61757,21.26,1.05,0,1
09-06-2023 14:00,EDT,CAPITL,61757,21.44,1.04,0,1
09-06-2023 15:00,EDT,CAPITL,61757,21.66,1.01,0,1
09-06-2023 16:00,EDT,CAPITL,61757,22.92,1.09,0,1
09-06-2023 17:00,EDT,CAPITL,61757,26.1,1.36,0,1
09-06-2023 18:00,EDT,CAPITL,61757,27.44,1.43,0,1
09-06-2023 19:00,EDT,CAPITL,61757,25.98,1.42,0,1
09-06-2023 20:00,EDT,CAPITL,61757,25.76,1.39,0,1
09-06-2023 21:00,EDT,CAPITL,61757,23.55,1.27,0,1
09-06-2023 22:00,EDT,CAPITL,61757,22.07,1.07,0,1
09-06-2023 23:00,EDT,CAPITL,61757,19.74,0.99,0,1
10-06-2023 00:00,EDT,CAPITL,61757,19.84,1.03,0,1
10-06-2023 01:00,EDT,CAPITL,61757,18.11,0.94,0,1
10-06-2023 02:00,EDT,CAPITL,61757,17.05,0.9,0,1
10-06-2023 03:00,EDT,CAPITL,61757,16.4,0.84,0,1
10-06-2023 04:00,EDT,CAPITL,61757,16.36,0.84,-0.2,1
10-06-2023 05:00,EDT,CAPITL,61757,16.89,0.91,0,1
10-06-2023 06:00,EDT,CAPITL,61757,18.53,0.98,0,1
10-06-2023 07:00,EDT,CAPITL,61757,20.6,0.96,-2.26,1
10-06-2023 08:00,EDT,CAPITL,61757,20.41,1.12,0,1
10-06-2023 09:00,EDT,CAPITL,61757,19.36,1.1,0,1
10-06-2023 10:00,EDT,CAPITL,61757,19.37,1.01,0,1
10-06-2023 11:00,EDT,CAPITL,61757,19.31,0.97,0,1
10-06-2023 12:00,EDT,CAPITL,61757,19.29,0.97,0,1
10-06-2023 13:00,EDT,CAPITL,61757,19.25,0.92,0,1
10-06-2023 14:00,EDT,CAPITL,61757,19.32,0.85,0,1
10-06-2023 15:00,EDT,CAPITL,61757,20,0.84,0,1
10-06-2023 16:00,EDT,CAPITL,61757,24.33,1.16,0,1
10-06-2023 17:00,EDT,CAPITL,61757,27.58,1.46,0,1
10-06-2023 18:00,EDT,CAPITL,61757,28.61,1.52,0,1
10-06-2023 19:00,EDT,CAPITL,61757,27.95,1.46,0,1
10-06-2023 20:00,EDT,CAPITL,61757,26.93,1.35,0,1
10-06-2023 21:00,EDT,CAPITL,61757,24.35,1.29,0,1
10-06-2023 22:00,EDT,CAPITL,61757,21.38,1.15,0,1
10-06-2023 23:00,EDT,CAPITL,61757,20.04,1.03,0,1
11-06-2023 00:00,EDT,CAPITL,61757,20.08,1,-0.83,1
11-06-2023 01:00,EDT,CAPITL,61757,18.94,0.81,-2.88,1
11-06-2023 02:00,EDT,CAPITL,61757,17.3,0.81,-1.18,1
11-06-2023 03:00,EDT,CAPITL,61757,15.93,0.79,-0.4,1
11-06-2023 04:00,EDT,CAPITL,61757,15.55,0.79,-0.22,1
11-06-2023 05:00,EDT,CAPITL,61757,16.22,0.83,-0.22,1
11-06-2023 06:00,EDT,CAPITL,61757,18.03,0.8,-1.93,1
11-06-2023 07:00,EDT,CAPITL,61757,18.47,0.82,-2.25,1
11-06-2023 08:00,EDT,CAPITL,61757,18.91,0.86,-2.68,1
11-06-2023 09:00,EDT,CAPITL,61757,19.52,0.88,-2.86,1
11-06-2023 10:00,EDT,CAPITL,61757,19.8,0.98,-1.22,1
11-06-2023 11:00,EDT,CAPITL,61757,20.75,1.1,-0.61,1
11-06-2023 12:00,EDT,CAPITL,61757,21.77,1.19,0,1
11-06-2023 13:00,EDT,CAPITL,61757,23.4,1.28,0,1
11-06-2023 14:00,EDT,CAPITL,61757,25.25,1.29,0,1
11-06-2023 15:00,EDT,CAPITL,61757,26.26,1.3,0.13,1
11-06-2023 16:00,EDT,CAPITL,61757,31.32,1.54,-2.66,1
11-06-2023 17:00,EDT,CAPITL,61757,38.95,1.76,-6.81,1
11-06-2023 18:00,EDT,CAPITL,61757,56.82,1.6,-28.97,1
11-06-2023 19:00,EDT,CAPITL,61757,41.2,1.6,-13.36,1
11-06-2023 20:00,EDT,CAPITL,61757,39.27,1.54,-12.47,1
11-06-2023 21:00,EDT,CAPITL,61757,32.55,1.41,-7.57,1
11-06-2023 22:00,EDT,CAPITL,61757,27.2,1.16,-6.43,1
11-06-2023 23:00,EDT,CAPITL,61757,22.81,1.08,-3.47,1
12-06-2023 00:00,EDT,CAPITL,61757,19.66,1.02,-0.43,1
12-06-2023 01:00,EDT,CAPITL,61757,18.64,0.86,-2.1,1
12-06-2023 02:00,EDT,CAPITL,61757,17.62,0.9,-1.28,1
12-06-2023 03:00,EDT,CAPITL,61757,17.96,0.71,-5.06,1
12-06-2023 04:00,EDT,CAPITL,61757,17.3,0.86,-1.67,1
12-06-2023 05:00,EDT,CAPITL,61757,18.62,0.89,-2.33,1
12-06-2023 06:00,EDT,CAPITL,61757,24,0.92,-7.72,1
12-06-2023 07:00,EDT,CAPITL,61757,23.92,1.01,-5.84,1
12-06-2023 08:00,EDT,CAPITL,61757,28.83,1.14,-7.62,1
12-06-2023 09:00,EDT,CAPITL,61757,28.92,1.18,-7.44,1
12-06-2023 10:00,EDT,CAPITL,61757,29.1,1.29,-6.23,1
12-06-2023 11:00,EDT,CAPITL,61757,32.74,1.28,-9.41,1
12-06-2023 12:00,EDT,CAPITL,61757,35.09,1.33,-10.83,1
12-06-2023 13:00,EDT,CAPITL,61757,35.38,1.18,-13.58,1
12-06-2023 14:00,EDT,CAPITL,61757,38.23,1.17,-16.15,1
12-06-2023 15:00,EDT,CAPITL,61757,42.15,1.19,-20.13,1
12-06-2023 16:00,EDT,CAPITL,61757,50.56,1.12,-29.81,1
12-06-2023 17:00,EDT,CAPITL,61757,50.26,1.46,-23.14,1
12-06-2023 18:00,EDT,CAPITL,61757,42.67,1.46,-15.64,1
12-06-2023 19:00,EDT,CAPITL,61757,42.81,1.4,-18.02,1
12-06-2023 20:00,EDT,CAPITL,61757,39.52,1.4,-14.85,1
12-06-2023 21:00,EDT,CAPITL,61757,30.91,1.33,-7.38,1
12-06-2023 22:00,EDT,CAPITL,61757,24.36,1.29,-2.22,1
12-06-2023 23:00,EDT,CAPITL,61757,20.72,1.09,-0.76,1
13-06-2023 00:00,EDT,CAPITL,61757,19.61,1.15,-0.21,1
13-06-2023 01:00,EDT,CAPITL,61757,18.47,0.97,-0.84,1
13-06-2023 02:00,EDT,CAPITL,61757,17.37,0.94,-0.49,1
13-06-2023 03:00,EDT,CAPITL,61757,16.6,0.93,-0.21,1
13-06-2023 04:00,EDT,CAPITL,61757,16.98,0.95,-0.14,1
13-06-2023 05:00,EDT,CAPITL,61757,17.94,1.02,0,1
13-06-2023 06:00,EDT,CAPITL,61757,20.43,1.14,0.01,1
13-06-2023 07:00,EDT,CAPITL,61757,23.03,1.22,-1.56,1
13-06-2023 08:00,EDT,CAPITL,61757,25.08,1.28,-3.12,1
13-06-2023 09:00,EDT,CAPITL,61757,24.48,1.32,-1.49,1
13-06-2023 10:00,EDT,CAPITL,61757,26.77,1.27,-4.69,1
13-06-2023 11:00,EDT,CAPITL,61757,26.88,1.26,-4.65,1
13-06-2023 12:00,EDT,CAPITL,61757,26.09,1.33,-2.67,1
13-06-2023 13:00,EDT,CAPITL,61757,24.18,1.39,0.37,1
13-06-2023 14:00,EDT,CAPITL,61757,25.37,1.43,0.35,1
13-06-2023 15:00,EDT,CAPITL,61757,26.87,1.53,0.23,1
13-06-2023 16:00,EDT,CAPITL,61757,29.98,1.72,0.46,1
13-06-2023 17:00,EDT,CAPITL,61757,33.57,1.96,0.51,1
13-06-2023 18:00,EDT,CAPITL,61757,33.34,1.83,-2.04,1
13-06-2023 19:00,EDT,CAPITL,61757,31.93,1.79,-1.26,1
13-06-2023 20:00,EDT,CAPITL,61757,28.75,1.68,0,1
13-06-2023 21:00,EDT,CAPITL,61757,25.22,1.5,0,1
13-06-2023 22:00,EDT,CAPITL,61757,22.71,1.24,0,1
13-06-2023 23:00,EDT,CAPITL,61757,20.62,1.09,0,1
14-06-2023 00:00,EDT,CAPITL,61757,21.59,1.11,0,1
14-06-2023 01:00,EDT,CAPITL,61757,20.11,1.05,0,1
14-06-2023 02:00,EDT,CAPITL,61757,18.83,0.9,0,1
14-06-2023 03:00,EDT,CAPITL,61757,17.41,0.84,0,1
14-06-2023 04:00,EDT,CAPITL,61757,18.77,0.89,0,1
14-06-2023 05:00,EDT,CAPITL,61757,19.65,0.97,0,1
14-06-2023 06:00,EDT,CAPITL,61757,21.86,1.12,0,1
14-06-2023 07:00,EDT,CAPITL,61757,22.09,1.13,0,1
14-06-2023 08:00,EDT,CAPITL,61757,22.88,1.11,0,1
14-06-2023 09:00,EDT,CAPITL,61757,22.57,1.06,0.03,1
14-06-2023 10:00,EDT,CAPITL,61757,22.41,0.95,0.09,1
14-06-2023 11:00,EDT,CAPITL,61757,22.56,1.04,0.11,1
14-06-2023 12:00,EDT,CAPITL,61757,23.29,1.1,0.18,1
14-06-2023 13:00,EDT,CAPITL,61757,24.46,1.18,0.28,1
14-06-2023 14:00,EDT,CAPITL,61757,24.78,1.22,0.31,1
14-06-2023 15:00,EDT,CAPITL,61757,25.34,1.34,0.35,1
14-06-2023 16:00,EDT,CAPITL,61757,28.67,1.44,0.5,1
14-06-2023 17:00,EDT,CAPITL,61757,29.32,1.58,0.94,1
14-06-2023 18:00,EDT,CAPITL,61757,29.9,1.54,-0.84,1
14-06-2023 19:00,EDT,CAPITL,61757,31.39,1.39,-4.65,1
14-06-2023 20:00,EDT,CAPITL,61757,27.57,1.46,0,1
14-06-2023 21:00,EDT,CAPITL,61757,25.54,1.33,0,1
14-06-2023 22:00,EDT,CAPITL,61757,22.87,1.15,0,1
14-06-2023 23:00,EDT,CAPITL,61757,21.7,1.07,0,1
15-06-2023 00:00,EDT,CAPITL,61757,20.89,1.07,0,1
15-06-2023 01:00,EDT,CAPITL,61757,19.51,1.05,0,1
15-06-2023 02:00,EDT,CAPITL,61757,18.06,0.91,0,1
15-06-2023 03:00,EDT,CAPITL,61757,17.49,0.91,0,1
15-06-2023 04:00,EDT,CAPITL,61757,17.62,0.92,0,1
15-06-2023 05:00,EDT,CAPITL,61757,19.07,1.03,0,1
15-06-2023 06:00,EDT,CAPITL,61757,21.78,1.18,0.06,1
15-06-2023 07:00,EDT,CAPITL,61757,22.79,1.23,0.43,1
15-06-2023 08:00,EDT,CAPITL,61757,23.84,1.26,0.35,1
15-06-2023 09:00,EDT,CAPITL,61757,22.95,1.14,0.18,1
15-06-2023 10:00,EDT,CAPITL,61757,22.7,1.06,0,1
15-06-2023 11:00,EDT,CAPITL,61757,22.9,1.13,0,1
15-06-2023 12:00,EDT,CAPITL,61757,23.07,1.17,0.2,1
15-06-2023 13:00,EDT,CAPITL,61757,24.98,1.34,0.31,1
15-06-2023 14:00,EDT,CAPITL,61757,26.56,1.41,0.09,1
15-06-2023 15:00,EDT,CAPITL,61757,27.32,1.45,0,1
15-06-2023 16:00,EDT,CAPITL,61757,30.98,1.73,0.08,1
15-06-2023 17:00,EDT,CAPITL,61757,39.89,1.93,-6.26,1
15-06-2023 18:00,EDT,CAPITL,61757,46.28,1.91,-13.57,1
15-06-2023 19:00,EDT,CAPITL,61757,40.27,2,-6.05,1
15-06-2023 20:00,EDT,CAPITL,61757,31.09,1.76,0,1
15-06-2023 21:00,EDT,CAPITL,61757,29.11,1.71,-0.34,1
15-06-2023 22:00,EDT,CAPITL,61757,25.78,1.46,0,1
15-06-2023 23:00,EDT,CAPITL,61757,23.2,1.27,0,1
16-06-2023 00:00,EDT,CAPITL,61757,21.25,1.26,0,1
16-06-2023 01:00,EDT,CAPITL,61757,19.11,1.08,0,1
16-06-2023 02:00,EDT,CAPITL,61757,18.09,1.06,0,1
16-06-2023 03:00,EDT,CAPITL,61757,17.06,0.98,0,1
16-06-2023 04:00,EDT,CAPITL,61757,16.99,0.98,0,1
16-06-2023 05:00,EDT,CAPITL,61757,18.98,1.07,0,1
16-06-2023 06:00,EDT,CAPITL,61757,21.44,1.23,0,1
16-06-2023 07:00,EDT,CAPITL,61757,22.81,1.3,0.07,1
16-06-2023 08:00,EDT,CAPITL,61757,23.46,1.32,0.21,1
16-06-2023 09:00,EDT,CAPITL,61757,24.44,1.36,0,1
16-06-2023 10:00,EDT,CAPITL,61757,25.22,1.43,-0.29,1
16-06-2023 11:00,EDT,CAPITL,61757,29.52,1.44,-5.17,1
16-06-2023 12:00,EDT,CAPITL,61757,29.59,1.4,-3.99,1
16-06-2023 13:00,EDT,CAPITL,61757,30.9,1.4,-5.29,1
16-06-2023 14:00,EDT,CAPITL,61757,31.13,1.37,-5.66,1
16-06-2023 15:00,EDT,CAPITL,61757,28.14,1.4,-2.25,1
16-06-2023 16:00,EDT,CAPITL,61757,31.06,1.52,-3.37,1
16-06-2023 17:00,EDT,CAPITL,61757,36.72,1.52,-9.34,1
16-06-2023 18:00,EDT,CAPITL,61757,36.21,1.55,-8.43,1
16-06-2023 19:00,EDT,CAPITL,61757,33.46,1.44,-7.59,1
16-06-2023 20:00,EDT,CAPITL,61757,29.99,1.39,-5.38,1
16-06-2023 21:00,EDT,CAPITL,61757,29.34,1.35,-6.29,1
16-06-2023 22:00,EDT,CAPITL,61757,23.07,1.31,-0.32,1
16-06-2023 23:00,EDT,CAPITL,61757,22.09,1.25,0,1
17-06-2023 00:00,EDT,CAPITL,61757,22.9,0.97,-3.53,1
17-06-2023 01:00,EDT,CAPITL,61757,20.24,0.78,-4.23,1
17-06-2023 02:00,EDT,CAPITL,61757,19.09,0.74,-3.92,1
17-06-2023 03:00,EDT,CAPITL,61757,18.53,0.68,-5.06,1
17-06-2023 04:00,EDT,CAPITL,61757,17.27,0.77,-2.25,1
17-06-2023 05:00,EDT,CAPITL,61757,18.01,0.8,-2.42,1
17-06-2023 06:00,EDT,CAPITL,61757,19.5,0.8,-3.51,1
17-06-2023 07:00,EDT,CAPITL,61757,20.87,0.81,-4.86,1
17-06-2023 08:00,EDT,CAPITL,61757,22.17,0.98,-3.38,1
17-06-2023 09:00,EDT,CAPITL,61757,22.51,1,-3.58,1
17-06-2023 10:00,EDT,CAPITL,61757,23.51,1.01,-4.13,1
17-06-2023 11:00,EDT,CAPITL,61757,25.25,1.01,-5.87,1
17-06-2023 12:00,EDT,CAPITL,61757,25.73,0.95,-6.4,1
17-06-2023 13:00,EDT,CAPITL,61757,26.51,0.94,-7.44,1
17-06-2023 14:00,EDT,CAPITL,61757,26.62,0.96,-7.23,1
17-06-2023 15:00,EDT,CAPITL,61757,23.62,1.03,-2.7,1
17-06-2023 16:00,EDT,CAPITL,61757,27.56,1.09,-6.22,1
17-06-2023 17:00,EDT,CAPITL,61757,28.63,1.26,-4.94,1
17-06-2023 18:00,EDT,CAPITL,61757,25.89,1.41,0.33,1
17-06-2023 19:00,EDT,CAPITL,61757,25.89,1.42,0,1
17-06-2023 20:00,EDT,CAPITL,61757,23.97,1.34,0,1
17-06-2023 21:00,EDT,CAPITL,61757,23.35,1.28,0,1
17-06-2023 22:00,EDT,CAPITL,61757,21.83,1.29,0,1
17-06-2023 23:00,EDT,CAPITL,61757,21.15,1.03,-1.77,1
18-06-2023 00:00,EDT,CAPITL,61757,19.42,1.01,0,1
18-06-2023 01:00,EDT,CAPITL,61757,17.52,0.88,0,1
18-06-2023 02:00,EDT,CAPITL,61757,17.46,0.91,0,1
18-06-2023 03:00,EDT,CAPITL,61757,15.76,0.84,0,1
18-06-2023 04:00,EDT,CAPITL,61757,15.64,0.8,0,1
18-06-2023 05:00,EDT,CAPITL,61757,15.63,0.81,0,1
18-06-2023 06:00,EDT,CAPITL,61757,15.22,0.81,0,1
18-06-2023 07:00,EDT,CAPITL,61757,16.01,0.83,0,1
18-06-2023 08:00,EDT,CAPITL,61757,17.46,0.89,0,1
18-06-2023 09:00,EDT,CAPITL,61757,18.49,0.93,0,1
18-06-2023 10:00,EDT,CAPITL,61757,19.33,1.01,0,1
18-06-2023 11:00,EDT,CAPITL,61757,19.56,1.02,0,1
18-06-2023 12:00,EDT,CAPITL,61757,19.86,1.02,0,1
18-06-2023 13:00,EDT,CAPITL,61757,20.47,1.08,0,1
18-06-2023 14:00,EDT,CAPITL,61757,20.63,0.98,0,1
18-06-2023 15:00,EDT,CAPITL,61757,22.28,1.06,0,1
18-06-2023 16:00,EDT,CAPITL,61757,26.55,1.22,0,1
18-06-2023 17:00,EDT,CAPITL,61757,30.38,1.45,0,1
18-06-2023 18:00,EDT,CAPITL,61757,32.05,1.64,0,1
18-06-2023 19:00,EDT,CAPITL,61757,29.88,1.58,0,1
18-06-2023 20:00,EDT,CAPITL,61757,27.55,1.41,0,1
18-06-2023 21:00,EDT,CAPITL,61757,25.66,1.31,0,1
18-06-2023 22:00,EDT,CAPITL,61757,23.51,1.2,0,1
18-06-2023 23:00,EDT,CAPITL,61757,21.38,1.06,0,1
19-06-2023 00:00,EDT,CAPITL,61757,20.6,0.94,0,1
19-06-2023 01:00,EDT,CAPITL,61757,18.91,0.81,0,1
19-06-2023 02:00,EDT,CAPITL,61757,17.55,0.77,0,1
19-06-2023 03:00,EDT,CAPITL,61757,16.83,0.79,0,1
19-06-2023 04:00,EDT,CAPITL,61757,16.8,0.75,0,1
19-06-2023 05:00,EDT,CAPITL,61757,17.32,0.78,0,1
19-06-2023 06:00,EDT,CAPITL,61757,19.76,0.94,0,1
19-06-2023 07:00,EDT,CAPITL,61757,21.39,1,0,1
19-06-2023 08:00,EDT,CAPITL,61757,23.16,1,0,1
19-06-2023 09:00,EDT,CAPITL,61757,23.92,1.03,0,1
19-06-2023 10:00,EDT,CAPITL,61757,24.1,1.08,0,1
19-06-2023 11:00,EDT,CAPITL,61757,24.69,1.06,0,1
19-06-2023 12:00,EDT,CAPITL,61757,25.44,1.1,0.06,1
19-06-2023 13:00,EDT,CAPITL,61757,26.96,1.12,0.18,1
19-06-2023 14:00,EDT,CAPITL,61757,29.88,1.31,0.58,1
19-06-2023 15:00,EDT,CAPITL,61757,30.04,1.35,0.57,1
19-06-2023 16:00,EDT,CAPITL,61757,35.78,1.79,1.09,1
19-06-2023 17:00,EDT,CAPITL,61757,40.97,2.26,0.28,1
19-06-2023 18:00,EDT,CAPITL,61757,38.42,2.21,0.7,1
19-06-2023 19:00,EDT,CAPITL,61757,35.57,2,0.27,1
19-06-2023 20:00,EDT,CAPITL,61757,31.75,1.88,0,1
19-06-2023 21:00,EDT,CAPITL,61757,30.43,1.78,0,1
19-06-2023 22:00,EDT,CAPITL,61757,25.53,1.38,0,1
19-06-2023 23:00,EDT,CAPITL,61757,22.83,1.15,0,1
20-06-2023 00:00,EDT,CAPITL,61757,20.66,1.04,0,1
20-06-2023 01:00,EDT,CAPITL,61757,18.62,0.92,0,1
20-06-2023 02:00,EDT,CAPITL,61757,17.63,0.87,0,1
20-06-2023 03:00,EDT,CAPITL,61757,17.5,0.86,0,1
20-06-2023 04:00,EDT,CAPITL,61757,17.61,0.85,0,1
20-06-2023 05:00,EDT,CAPITL,61757,18.44,0.89,0,1
20-06-2023 06:00,EDT,CAPITL,61757,21.52,1.12,-0.04,1
20-06-2023 07:00,EDT,CAPITL,61757,23.47,1.14,0,1
20-06-2023 08:00,EDT,CAPITL,61757,24.22,1.13,0,1
20-06-2023 09:00,EDT,CAPITL,61757,24.27,1.13,0,1
20-06-2023 10:00,EDT,CAPITL,61757,25.74,1.23,0,1
